id,D_H,EC,EO,VE,PH,WA,NF,GLR,VC,TDS,TRS,TWS
1298,0.009890091,-0.0016956545,-0.0044089006,0.013443246,0.002741745,0.019926637,0.0032850825,0.06849568,0.003962032,0.06886743,0.08889328,-0.029581096
422,-0.014159267,0.009344848,0.0013507461,0.05359286,0.0020698875,0.002900452,0.00057593646,0.120451674,-0.011039107,0.0070206025,-0.011853884,0.011732568
311,-0.017433744,-0.0042776056,0.0023516999,-0.038691536,0.00019629071,-0.0065663573,-0.0049534836,-0.15066427,0.0082103135,-0.00095834193,0.07379941,-0.057744857
3526,-0.009067285,-0.0048303325,0.001884885,-0.024048729,0.019719416,-0.0019265031,-0.00024516432,-0.09799718,0.012013458,-0.007521252,-0.038287956,-0.033226874
2468,0.022624528,0.005994723,-0.0102914125,0.02602572,0.0014610243,0.014267596,-0.0031234913,0.1245845,0.0039625154,-0.00244398,0.07212958,0.032458223
141,0.017556809,-0.0108575635,-0.011963758,0.0021235999,-0.016399678,0.004801028,-0.0017592311,0.047063727,-0.0064062783,-0.003052303,-0.03575953,-0.039363466
429,-0.009240134,0.003976656,0.0040590256,-0.012953706,-0.004967017,-0.0007561161,-0.0031378993,-0.05341438,0.002109568,0.078686275,-0.00020141229,0.120131515
2415,0.013201014,-0.0026432788,-0.009784784,-0.0048519536,0.0019450666,0.0039532883,0.0024529244,0.041499786,-0.016039725,-0.00278401,-0.040807694,0.09027621
411,-0.010762797,-0.005174335,0.0026410776,-0.029554943,-0.00072821864,-0.003853768,-0.00075060833,-0.054398946,-0.012954857,-0.0060499236,-0.10813282,0.07341852
40,0.00091056956,0.00015274319,0.004033922,-0.021465627,0.00029221125,0.013207969,7.341148e-05,-0.09899225,0.022809416,-0.006771859,0.012060591,-0.042290807
1256,-0.0017388117,0.0044272305,0.0016095568,0.027737588,-0.0010101127,0.010908058,0.0016891062,0.09411826,-0.0029214206,-0.0029928873,0.07357099,0.071556
1005,-0.000103998434,0.011810452,-0.0040868027,0.06084843,0.004535812,0.00626418,0.0020570648,0.20100409,0.0075984406,-0.0029695414,0.034788802,-0.03699183
3164,-0.0043988074,0.0047628423,0.0047777165,-0.027413514,0.004629762,-0.0022305043,0.00054890325,-0.1664491,-0.03370426,-0.009038431,-0.031090684,-0.04515651
1596,-0.014640921,0.004240496,0.0012607928,0.036144685,0.000784592,0.0013566987,-0.0020786913,0.105251186,-0.011222553,-0.0024138172,-0.07995479,-0.026035655
1126,-0.0015323483,-0.0076564094,-0.0074201785,-0.034092326,-0.00073096727,0.0014738459,0.0011231358,-0.115192406,-0.03364952,-0.0060662264,-0.024947962,-0.0010154956
3673,-0.0048789177,-0.0049637686,-0.010155091,0.021637622,-0.01028697,-0.0009878712,0.0014564751,0.060547903,-0.0017384494,-0.0033288447,-0.0048174737,-0.03876203
3535,-0.00954683,-0.0057958327,0.0024681839,-0.030387,-0.0013698573,0.0065014777,-0.0006339142,-0.092607215,-0.0018327642,-0.0071106832,-0.029893495,-0.011761625
1352,0.00739834,-0.002018585,0.0019037393,-0.031409405,-0.0013168876,0.011457969,0.00071693223,-0.05023037,-0.013031773,-0.0056789033,-0.044213135,-0.02264762
1669,-0.011155576,-0.0018090362,0.0034117445,-0.01016128,0.0009938977,-0.0011697883,-0.00020840947,-0.052626215,-0.005797794,-0.005412578,-0.062177375,0.08551918
685,0.0018563219,0.0060395477,-0.005424611,0.05760427,0.0022771808,0.0035843535,0.0006517387,0.12436345,-0.000597882,0.0047356063,-0.013257605,-0.026362523
445,-0.012412145,0.0060042767,0.0017299731,0.046323217,0.0018127466,0.0013518096,0.0011794618,0.08763534,-0.024112446,-0.002221223,0.006164801,0.07287636
3816,0.042505953,-0.0035609328,0.002090331,0.018172203,0.0026000033,0.018574223,0.0027714425,0.12823209,-0.009062757,0.041653655,0.058232356,-0.029774884
891,-0.00962777,-0.0018128887,0.0031863812,0.02035629,-0.0019320038,-0.032600045,-0.0063630645,-0.0421437,-0.015089061,-0.0049078315,-0.03325666,0.030880293
3332,-0.0025382082,0.00794736,0.003152305,-0.014111398,-0.0039879377,0.00093340804,0.0071151084,-0.061244763,0.009492405,0.0837878,0.124109186,0.18758534
498,-0.012768497,-0.006710804,0.0037240225,-0.04705084,-0.003397637,-0.0052484223,-0.0009050081,-0.18119264,-0.048575442,-0.009411426,-0.032940164,-0.049017426
2542,0.025109423,0.00033033645,0.003960773,-0.012705293,-0.0006192439,0.012558576,0.0020338704,-0.07132666,0.0007031253,-0.0065111076,-0.0061680526,-0.023015937
1495,0.053503405,0.009431527,-0.005483383,0.031949356,0.0025570197,0.013631741,0.0014279109,0.18351366,0.0018812339,-0.002640865,0.055185612,0.04763088
